environment_transformation,inferred_actions,counterfactual_prediction_error_per_action
7,4,"[1.6006670860642795, 1.3422250575574466, 1.7217936205957391, 1.5885650127212658, 1.287393583018941]"
4,3,"[1.5243614148150118, 1.3533976185580106, 1.5714515794350432, 1.2276074193846505, 1.5981432492646792]"
0,1,"[1.2223523930328182, 1.2175659027280326, 1.2967676227946388, 1.574745367024552, 1.5018596446005361]"
0,0,"[0.9703220872816729, 1.2906881709048046, 1.4535790057557834, 1.2699437900938557, 1.4561048915986468]"
2,0,"[1.4398008162629872, 1.517793088137963, 1.4974353152234787, 1.4736413201392957, 1.50435039923149]"
1,2,"[1.3591417729060509, 1.3645973085553005, 0.9364009062224261, 1.229018581153651, 1.4448540790886593]"
2,1,"[1.5818727774393675, 1.0375636909907369, 1.7337484257384634, 1.5371894432169788, 1.727814725835715]"
3,4,"[1.4318698258517089, 1.4358786681757503, 1.322466470834031, 1.6596236954773422, 1.0303649895173683]"
6,0,"[1.330949240073414, 1.409723254429347, 1.5345108762308184, 1.4579623905568981, 1.6502965697477285]"
5,4,"[1.6440391715839935, 1.7416001061470137, 1.7478336089332256, 1.999509097149739, 1.3527897583158897]"
6,3,"[1.2455090272953573, 1.3302223103881092, 1.372726530000539, 1.0377614544274927, 1.5737296788794417]"
1,2,"[1.0345241438587287, 1.220713731772262, 0.9855411708379505, 1.597658823217917, 1.149175280985418]"
0,1,"[1.1161999031283856, 1.0418206757195998, 1.2224056133402335, 1.5158471397437823, 1.4317890696756836]"
5,4,"[1.552720454671572, 1.682178193210063, 1.4129618999979894, 1.6691692863757912, 1.0013530722960151]"
1,0,"[1.1365467301828818, 1.398403044882065, 1.2705574281287544, 1.286476497903543, 1.343100833764131]"
1,0,"[1.0883850863562055, 1.2627096331314591, 1.1229686116728579, 1.3050542063818509, 1.1660081828052178]"
8,3,"[1.8009295145105562, 1.640994227800616, 1.9307514052635775, 1.625027845885, 2.143299476001969]"
8,3,"[1.3813311958484482, 1.3484028012735823, 1.851760300911986, 1.3092125726928683, 1.5411190742997791]"
5,4,"[1.3870946256676155, 1.5331621241031934, 1.343785253801661, 1.4546414445254368, 1.1441689527346748]"
3,4,"[1.219505969658295, 1.338141666382215, 1.2416043458879629, 1.5114325950061993, 0.7864447575743784]"
3,4,"[1.0683329197434561, 1.0860307808372958, 1.3783695128864655, 1.4138372133578654, 0.8612647358071595]"
8,3,"[1.3799836913673937, 1.3211201508822163, 1.5864744487058686, 1.2562424684331006, 1.649138979879433]"
7,0,"[1.3819756319708243, 1.4072504709054012, 1.404425344300833, 1.5567453654895849, 1.3916156723342064]"
6,3,"[1.3169067838498203, 1.2645558372543366, 1.2907764574255756, 0.9674392962008118, 1.614987337665306]"
3,4,"[1.4075343363601633, 1.4781941106660337, 1.4906181628081716, 1.6410668788728149, 1.0871071159759147]"
6,3,"[1.5399219126032337, 1.3860262468549422, 1.3921175134503052, 1.2448463626715238, 1.521197471307909]"
4,3,"[1.2485125769414989, 1.307103592943972, 1.3394698485110987, 0.9888888542409467, 1.73123343766008]"
4,3,"[1.261468695533962, 1.6885011063817523, 1.4324396598711866, 1.029461837317268, 1.7416133320360845]"
2,4,"[1.3965194990209773, 1.2326203939301463, 1.6300484093547292, 1.4163851199226258, 1.1493521540620188]"
5,4,"[1.6002420209944477, 1.780359204173213, 1.4800174011260396, 1.7953080099148457, 1.1935366354136638]"
6,3,"[1.3344837052315268, 1.3344463456386866, 1.1685127139551699, 1.0494220467223176, 1.3300337025474163]"
0,0,"[1.0789509467214853, 1.4066894439519118, 1.3267285812136478, 1.4306051584235113, 1.2475871404226169]"
7,1,"[1.5616180160579474, 1.3185864082667489, 1.3860794409484012, 1.5761226003494988, 1.425427188812436]"
6,1,"[1.6162823838438514, 1.3270794269955855, 1.4073579372149037, 1.434430638046988, 1.6406257615516031]"
7,1,"[1.4415642199702183, 1.3853960464443456, 1.428718985559564, 1.5937869520759615, 1.58835735212916]"
5,2,"[1.587776444424177, 1.6408128466733425, 1.5008494278565014, 1.5648760743738555, 1.5844779300170424]"
2,1,"[1.3630500176739457, 1.1950434755493744, 1.6008982727589811, 1.6433633229468565, 1.4189915131737427]"
4,3,"[1.3808372068183419, 1.3050517569907767, 1.276125469601321, 0.9265886799108919, 1.5055829888827241]"
7,4,"[1.3452835504207772, 1.3383955496761428, 1.474496857287998, 1.4251518830969163, 1.2570465591587272]"
8,3,"[1.6434332422810702, 1.7433324549528022, 1.7873541601877205, 1.3523539129628548, 1.7358412124272646]"
0,0,"[0.8692305543527783, 1.4109336404322375, 1.2934095703270219, 1.2691396667035666, 1.4596174444483834]"
0,0,"[1.0057884604952403, 1.3034100918644063, 1.1620079521366657, 1.092968271544314, 1.4035212294546475]"
2,3,"[1.302043654246105, 1.2519529169769226, 1.140334399874258, 1.1007646558837956, 1.2684950165906506]"
6,3,"[1.5090384022914463, 1.6377518955498847, 1.3974638492627205, 1.1254436999927506, 1.7136713590250208]"
7,2,"[1.1637384431961513, 1.2168838850276429, 1.1502460443582503, 1.7273793043537413, 1.2610905438005162]"
3,4,"[1.2931215449993672, 1.2200055744880773, 1.3323964171457578, 1.3474665353076298, 1.1637727542054261]"
4,3,"[1.179575165675529, 1.4491682484518629, 1.232625266697758, 1.0843791643906104, 1.3579455078214677]"
5,4,"[1.3620393881690418, 1.2364277173126494, 1.387567344856779, 1.1949859597489765, 1.008360928161664]"
2,1,"[1.0893387104497787, 1.055646398690609, 1.2046503809359004, 1.1744231382621328, 1.358792384934109]"
6,2,"[1.404767687458219, 1.6024856613145315, 1.0148565455790597, 1.3503259544693726, 1.4254106559424906]"
3,1,"[1.2765930159828909, 1.0065747583682536, 1.3814881477828105, 1.2103654662245946, 1.0382404633731719]"
2,0,"[1.0471223654221453, 1.1222565477855815, 1.1084805410305516, 1.4834525900178797, 1.1449369114999908]"
7,1,"[1.1033903452613063, 0.9286273286910685, 1.075233800924503, 1.3316480586758155, 1.1501524298668329]"
5,1,"[1.3787470859448887, 1.3133810358350821, 1.4758271138809584, 1.3809777953076712, 1.3295286390255512]"
4,3,"[1.1986408594480358, 1.346647026790116, 1.1556189249124098, 1.1109748102250758, 1.4221128393194922]"
8,0,"[0.9997775901795742, 1.3621733962085034, 1.2414623302009364, 1.3001392493539714, 1.4334188644600934]"
2,4,"[1.2546182566499924, 1.0508634162860826, 1.0185757091190917, 1.3425465882271905, 0.9611354651359011]"
2,1,"[1.2199411599886678, 1.0602602091626436, 1.4604088217293647, 1.4255154221829462, 1.4036983950732487]"
8,2,"[1.3107650245893554, 1.2791654375459927, 1.2389037664416274, 1.4050726759297998, 1.5617162494138566]"
4,3,"[1.4682049316920307, 1.2511940873622487, 1.1799272264670342, 1.0755577347689325, 1.502922566778643]"
8,0,"[1.1725843639633156, 1.3708218896051054, 1.404226877505046, 1.254371667469899, 1.3623605036937256]"
6,3,"[1.2874536859776138, 1.4504918416529928, 1.4182661323667687, 1.1611471482247793, 1.532154611734295]"
1,0,"[0.9952140757424478, 1.3060195293668782, 1.198130566215992, 1.0916372618505634, 1.3985033665911337]"
6,3,"[1.4492241688688121, 1.4043643088907913, 1.2753480221325526, 1.2206262406446522, 1.6865472576296974]"
7,4,"[1.3190157115703214, 1.242187014306783, 1.2749171941104005, 1.290178117016443, 1.0989122703105856]"
8,2,"[1.3050019674303326, 1.3561680370753146, 1.251836881059235, 1.289709609512102, 1.3936659976468477]"
8,3,"[1.4509934237230735, 1.4901572650813777, 1.4506987035130638, 1.1365345579984152, 1.4282860019997865]"
3,0,"[1.1141716248422608, 1.2864926797009097, 1.4930194603966906, 1.4061826079420692, 1.3383010393585641]"
4,0,"[1.0638208533756044, 1.2035624544419359, 1.1543717312325703, 1.1482487980445788, 1.5172214366046228]"
7,3,"[1.2410472465252063, 1.1643278201727145, 1.3549439551563562, 1.1439541537176678, 1.4820675803307126]"
6,3,"[1.296462948717007, 1.308405945193694, 1.1608994978702667, 1.1303991047197184, 1.2542465962104608]"
7,4,"[1.481468726108695, 1.2502526383076773, 1.4473245426110146, 1.331472417140278, 1.243798395997676]"
0,3,"[1.4289465287542802, 1.4712761492309383, 1.5222304547529402, 1.1827471068469328, 1.4605260980042145]"
2,3,"[1.1905987839799435, 1.266313573963734, 1.2034057597948342, 1.1430931046065644, 1.3028489976862425]"
3,2,"[1.2711896972803904, 1.3217272281402366, 1.0698189430690255, 1.555278733692514, 1.225931570453564]"
8,2,"[1.4468076860918953, 1.3854024039343784, 1.1907489161345115, 1.2283779827813401, 1.6240635156607766]"
6,1,"[1.3722702579454316, 1.1563099768629177, 1.3662552382554707, 1.2399335493449661, 1.560273275304651]"
0,2,"[1.239236187354499, 1.241352800119702, 1.0154349933164457, 1.2944734511817333, 1.1914502260660158]"
8,2,"[1.2375900531598159, 1.4864754561135491, 1.1221039325649427, 1.2171482460068304, 1.5182161788523747]"
2,2,"[1.0443893910213113, 1.1492125454018354, 0.8839706839557628, 1.242951423317404, 1.3584843544370393]"
4,0,"[0.8939161216798646, 1.2362574347077333, 1.261537985309482, 1.1182909974373052, 1.4782222094822697]"
8,1,"[1.4355132819395449, 1.2655170265873268, 1.4713633387595715, 1.266931708551321, 1.5844831650763032]"
7,4,"[1.1425514036061946, 1.0884618800357777, 1.1867132509632219, 1.3086922555595846, 1.087021964919514]"
4,3,"[1.4408721731324785, 1.3121646060586698, 1.506794099376509, 1.2776668817217671, 1.5627291241176433]"
8,3,"[1.3489470550664522, 1.2739776963571214, 1.3067158274703896, 1.2042240895252327, 1.4592669800982527]"
2,1,"[1.019466962574227, 0.8814656481259426, 1.0052591273144036, 1.065231910960168, 1.3896620552499706]"
0,0,"[1.0751931866601534, 1.2229790865455634, 1.269037961516264, 1.2439447400515096, 1.285701318069362]"
8,3,"[1.1883998115903378, 1.3888948175585085, 1.2973670922634213, 1.0281365821818853, 1.3342085552345846]"
1,2,"[1.1078099781364945, 1.0605433825977206, 0.8699237153437455, 1.2362616822855927, 1.2937242310581476]"
0,0,"[1.1572939446278998, 1.1610073518178703, 1.3693187282900776, 1.3547996626944583, 1.3487752252974539]"
8,0,"[1.2451193436255121, 1.3592664159957348, 1.2980925182280758, 1.2893637203441297, 1.5776877950151313]"
0,0,"[0.9647050530550185, 1.122532958054874, 1.0363489022572865, 1.0412678087260379, 1.0862182037022947]"
2,1,"[1.0428793311513407, 0.7803555009382978, 1.2712010581852775, 1.119518865840826, 0.9934556912612424]"
5,3,"[1.0179874503574085, 1.1780429132571395, 1.0309233578083576, 0.9383355183622056, 1.0817992327998824]"
4,3,"[1.3803750997103632, 1.585221492610305, 1.3295727843728855, 0.9324870849456474, 1.6003418800626854]"
3,3,"[1.3247891402612775, 1.4634863268644251, 1.3901062099354822, 1.1240443470890984, 1.183088757881152]"
2,1,"[0.9830001334609709, 0.8431757569325419, 1.0192723230201797, 0.9190356254148526, 1.0734300088125575]"
6,3,"[1.5656079705193842, 1.5753130096715227, 1.1875419579926436, 1.1711372641037439, 1.6896495940493934]"
3,4,"[0.9818144412147578, 1.0712672418219418, 1.1297131446088504, 1.2625090129706231, 0.9070683714498773]"
8,3,"[1.124982965687841, 1.0973518933050563, 0.9817975114361657, 0.9672173310244653, 1.171659684757525]"
1,2,"[1.0720973499606623, 0.9986637970540038, 0.9898001848729823, 1.0444260158037335, 1.0996200359862278]"
6,3,"[1.7276528629537535, 1.6063829894965687, 1.502717885945582, 1.3342363535339183, 1.5743986773614362]"
0,0,"[0.8582938175110587, 1.0000762746817216, 1.1391164060736787, 1.1013588640435361, 1.047663024031191]"
4,3,"[1.0912343898558214, 1.1105250909717763, 1.0690292001706032, 0.9243774929174216, 1.3434249028331484]"
3,4,"[1.4634801170181326, 1.624846737587996, 1.520525277871229, 1.873363389366231, 0.9849276431110054]"
8,3,"[1.0820850061255416, 1.115250459464924, 1.2807894802929436, 1.0058781255571954, 1.2726425343942216]"
8,1,"[1.0204542562328418, 0.9130957463775626, 1.0306999314421987, 0.978867544970868, 1.0572226250595413]"
5,4,"[0.948874086715377, 1.0841577792516048, 1.131731820492061, 1.3603219405376312, 0.9100035381668365]"
8,3,"[0.8223532854697344, 0.8881408341021431, 0.9966718719276443, 0.7466871163661839, 1.0729833310497863]"
1,2,"[0.6990638128054486, 0.8173557301333937, 0.4883669208136129, 0.9564348726900065, 0.9853860393167213]"
3,4,"[1.243944551105401, 1.2438454508291852, 1.250666988153809, 1.4506262712053182, 0.8309306686773905]"
5,4,"[1.6268380769809243, 1.850861730831785, 1.6539084232220895, 1.9671430843387598, 1.51402472356226]"
0,0,"[1.0185362483196418, 1.146451790369003, 1.1122785464055047, 1.2866543005746456, 1.3724149179565217]"
0,0,"[0.754609876461765, 1.0375811936086496, 0.8753354281033692, 0.9577768678612937, 1.045414767412006]"
0,0,"[0.8119726688747739, 0.8761719410525958, 0.9540069908868352, 1.117471263520137, 1.1770549451194465]"
4,3,"[0.9984178561722534, 0.9674249048584124, 1.1443843389476314, 0.5734737193942021, 1.3076917277445377]"
6,3,"[0.9427455818984781, 0.8953541758827565, 0.8834796616193056, 0.7673222564135591, 1.1624636040264713]"
0,0,"[0.4860534979741645, 0.6274839730712685, 0.7815277063965895, 1.0281747580105682, 0.8587673610843253]"
0,0,"[0.6932446962557149, 0.8228250661914356, 0.9459289354642959, 1.1903034402787418, 1.1486665400163654]"
8,3,"[0.9954872724624314, 1.0008390798604503, 1.3000484284483649, 0.8472808667772419, 1.2634368521825896]"
8,3,"[1.252549239835486, 0.9342617808859313, 1.3737594486902083, 0.8756295302135978, 1.694299896363319]"
7,1,"[0.9957953899085767, 0.7659812035837751, 1.175719574774773, 1.2838272193453015, 1.0264930754599146]"
8,1,"[1.1757301712416002, 0.7793163310986655, 1.4278147103925345, 1.0298400990669796, 1.4428880657438947]"
3,4,"[0.8724095698184883, 1.339531914463545, 1.3596942225146549, 1.0781608973363495, 0.40213111897086407]"
5,2,"[1.2303420646703018, 1.5409710347660506, 0.8775799765672498, 1.2953696410236533, 1.1028401192371633]"
0,0,"[0.5297421306479616, 1.059777433528138, 0.9954750308457505, 0.9245051905689313, 0.9095635465982763]"
8,1,"[1.0126779015651919, 0.7971328865101015, 1.3725906534436836, 0.9989766950857879, 1.171884103072305]"
8,1,"[1.1349952055659165, 0.7667760226976711, 1.5432085172928074, 1.144087482328684, 1.2917802359093973]"
0,0,"[0.4466515185358111, 1.2049718129192675, 1.2812719253969056, 0.8042779581369094, 0.8176085438851433]"
5,2,"[1.24962566663909, 1.5724097246309658, 0.833379456033751, 1.3309006274557342, 1.2057299548066898]"
0,0,"[0.5170484449407762, 1.2428543149548057, 1.0810420405554537, 0.8180965930038155, 0.8621814538829722]"
5,2,"[1.1598258072410457, 1.5233450776932118, 0.9398708179252975, 1.3446256015351519, 1.1947465290961834]"
5,2,"[1.02704480515497, 1.2124118808371558, 0.8485675339261771, 1.1756549670710168, 1.160131386792071]"
5,2,"[1.1145535634004986, 1.2654404718411834, 0.9650750585050614, 1.3547311924627286, 1.0638833452439982]"
6,2,"[1.026270558447215, 1.23019038576755, 0.9218999030592921, 1.0579113089445507, 1.3644206309469529]"
6,3,"[1.0243112429471384, 1.0066054000148201, 1.0797601403070913, 0.8065322558169824, 1.2843161234450002]"
0,0,"[0.5237128015130044, 0.9946468138886365, 0.8554622345143196, 1.0099874813238432, 1.0671823716162272]"
2,1,"[1.0511208981262687, 0.6393168238007818, 0.9156999543845599, 1.1309222261026037, 1.1766646878710778]"
7,4,"[1.207067687343794, 1.2041321387809691, 1.1476013315687452, 1.5517701061535467, 0.907096561760796]"
0,0,"[0.604603158939053, 0.8148881859625758, 0.8859756744998846, 1.1048736967088089, 0.964651215789785]"
5,4,"[1.2396256006449975, 1.3937449244682767, 1.1838883704354715, 1.3874261759415185, 1.102668898100583]"
8,0,"[0.9672312269662474, 1.0467389001534988, 1.2789140943617396, 1.1481603440645514, 1.323755859864717]"
6,3,"[1.071154629826201, 1.0199059134555557, 1.1386531408814347, 0.9577908657151812, 1.3331962705058582]"
1,2,"[1.0375260353090803, 0.9837179829788177, 0.5868861296744707, 1.1325970089896185, 1.0436014655016788]"
1,2,"[0.7880422783269436, 0.8784271727453128, 0.6819429526317538, 1.1122144252234585, 0.8929167166316258]"
4,3,"[0.9838505992905345, 0.9457001560237808, 0.9562598484389967, 0.6089623561972753, 1.1636200739783762]"
6,3,"[1.0354907057059342, 0.9730238612529586, 0.9774224856121168, 0.8611233342738076, 1.2146523601220243]"
5,4,"[1.0372269080034184, 1.3223791848782869, 1.0319647437299, 1.3831242801792525, 0.858064210897947]"
4,3,"[1.0361469363923088, 1.0484823921429607, 1.0575005738565249, 0.6157038845865188, 1.126530025009701]"
4,3,"[0.9040103404139052, 0.9785665533376042, 0.9641135107036648, 0.5514333761897023, 1.1227986279343285]"
6,3,"[0.8930001202842927, 0.9915355732434639, 0.8365460666639208, 0.54728010376179, 1.0260921892159132]"
3,4,"[1.1530649667242687, 1.2099614938012528, 1.1712838470425677, 1.3833248822737383, 0.6197205316784022]"
6,3,"[0.7466084778494836, 0.7960068894180654, 0.6798744900640098, 0.4902706892694865, 0.7649393134826612]"
4,3,"[0.47138695414178505, 0.5306681017737634, 0.40562115932046927, 0.15431756220891776, 0.5866157125694147]"
8,3,"[0.3589923881760538, 0.4038232000103612, 0.2985921468135072, 0.219871015801986, 0.4804595242399156]"
6,3,"[0.2738694174452526, 0.3045054672647963, 0.244409776003852, 0.1480424911150687, 0.3630685527232608]"
0,0,"[0.056172092428746025, 0.1320802739740742, 0.12691469476208989, 0.230057029290113, 0.2463056401375459]"
1,2,"[0.14004710025621583, 0.18450073702055556, 0.057121524268306544, 0.19456885734201906, 0.26307684285626515]"
7,4,"[0.22649316314514387, 0.20784354468524172, 0.25097415261137923, 0.3077670507224753, 0.1418184439375989]"
2,1,"[0.12424644313639067, 0.051428099765536445, 0.17225581683657695, 0.25155907462288696, 0.21635864714074565]"
5,4,"[0.21815805937118155, 0.1748974250691265, 0.2358221102972649, 0.31689630706573946, 0.1474734341263281]"
7,4,"[0.3297091398955935, 0.2975534261040553, 0.3577028028790329, 0.40402809323110805, 0.17484115180212143]"
0,0,"[0.07813668156712406, 0.18693159303306967, 0.15396296527054762, 0.29419235696618096, 0.3021615347619586]"
5,4,"[0.25603555203134565, 0.19985079679287293, 0.273368994234414, 0.3303813146998679, 0.17532620028525417]"
8,3,"[0.22933428158567853, 0.2549449324185602, 0.17191035383481362, 0.13551658036146, 0.33074740143610193]"
0,0,"[0.06249171188011413, 0.17745567071497628, 0.16908597247493376, 0.2741321725943794, 0.3098236011450955]"
6,3,"[0.3227941346588126, 0.36027109018081105, 0.279819684473199, 0.16334192283198315, 0.4011497894892919]"
2,1,"[0.17926265340602324, 0.06696909836073175, 0.23962096878500422, 0.30799719565023825, 0.2558351946235875]"
3,4,"[0.35226968763726363, 0.32934028706361673, 0.39150646536122624, 0.4490022021227499, 0.08810740607044881]"
0,0,"[0.13855066658005205, 0.3070715912273542, 0.29115594459729344, 0.40367048196005134, 0.46347224449013885]"
3,4,"[1.3057681845212272, 1.278833140900694, 1.4720748325360848, 1.3964901137079757, 0.3987913823562369]"
3,4,"[1.1428211051117503, 1.1740388295711452, 1.2078304674380482, 1.2564958266113657, 0.518748584351511]"
7,4,"[1.1760631008601452, 0.9905530653818105, 1.202607546992021, 1.2953806518971878, 0.9327342418115632]"
